row,video,clip,t
394,13,37,14
395,13,37,15
396,13,37,16
397,13,37,17
398,13,37,18
399,13,37,19
400,13,38,0
401,13,38,1
402,13,38,2
403,13,38,3
404,13,38,4
405,13,38,5
406,13,38,6
407,13,38,7
408,13,38,8
409,13,38,9
410,13,38,10
411,13,38,11
412,13,38,12
413,13,38,13
414,13,38,14
415,13,38,15
416,13,38,16
417,13,38,17
418,13,38,18
419,13,38,19
420,13,39,0
421,13,39,1
422,13,39,2
423,13,39,3
424,13,39,4
425,13,39,5
426,13,39,6
427,13,39,7
428,13,39,8
429,13,39,9
430,13,39,10
431,13,39,11
432,13,39,12
433,13,39,13
434,13,39,14
435,13,39,15
436,13,39,16
437,13,39,17
438,13,39,18
439,13,39,19
440,13,40,0
441,13,40,1
442,13,40,2
443,13,40,3
444,13,40,4
445,13,40,5
446,13,40,6
447,13,40,7
448,13,40,8
449,13,40,9
450,13,40,10
451,13,40,11
452,13,40,12
453,13,40,13
454,13,40,14
455,13,40,15
456,13,40,16
457,13,40,17
458,13,40,18
459,13,40,19
460,13,41,0
461,13,41,1
462,13,41,2
463,13,41,3
464,13,41,4
465,13,41,5
466,13,41,6
467,13,41,7
468,13,41,8
469,13,41,9
470,13,41,10
471,13,41,11
472,13,41,12
473,13,41,13
474,13,41,14
475,13,41,15
476,13,41,16
477,13,41,17
478,13,41,18
479,13,41,19
480,13,42,0
481,13,42,1
482,13,42,2
483,13,42,3
484,13,42,4
485,13,42,5
486,13,42,6
487,13,42,7
488,13,42,8
489,13,42,9
490,13,42,10
491,13,42,11
492,13,42,12
493,13,42,13
494,13,42,14
495,13,42,15
496,13,42,16
497,13,42,17
498,13,42,18
499,13,42,19
500,13,43,0
501,13,43,1
502,13,43,2
503,13,43,3
504,13,43,4
505,13,43,5
506,13,43,6
507,13,43,7
508,13,43,8
509,13,43,9
510,13,43,10
511,13,43,11
512,13,43,12
513,13,43,13
514,13,43,14
515,13,43,15
516,13,43,16
517,13,43,17
518,13,43,18
519,13,43,19
520,13,44,0
521,13,44,1
522,13,44,2
523,13,44,3
524,13,44,4
525,13,44,5
526,13,44,6
527,13,44,7
528,13,44,8
529,13,44,9
530,13,44,10
531,13,44,11
532,13,44,12
533,13,44,13
534,13,44,14
535,13,44,15
536,13,44,16
537,13,44,17
538,13,44,18
539,13,44,19
540,13,45,0
541,13,45,1
542,13,45,2
543,13,45,3
544,13,45,4
545,13,45,5
546,13,45,6
547,13,45,7
548,13,45,8
549,13,45,9
550,13,45,10
551,13,45,11
552,13,45,12
553,13,45,13
554,13,45,14
555,13,45,15
556,13,45,16
557,13,45,17
558,13,45,18
559,13,45,19
560,13,46,0
561,13,46,1
562,13,46,2
563,13,46,3
564,13,46,4
565,13,46,5
566,13,46,6
567,13,46,7
568,13,46,8
569,13,46,9
570,13,46,10
571,13,46,11
572,13,46,12
573,13,46,13
574,13,46,14
575,13,46,15
576,13,46,16
577,13,46,17
578,13,46,18
579,13,46,19
580,13,47,0
581,13,47,1
582,13,47,2
583,13,47,3
584,13,47,4
585,13,47,5
586,13,47,6
587,13,47,7
588,13,47,8
589,13,47,9
590,13,47,10
591,13,47,11
592,13,47,12
593,13,47,13
594,13,47,14
595,13,47,15
596,13,47,16
597,13,47,17
598,13,47,18
599,13,47,19
600,13,48,0
601,13,48,1
602,13,48,2
603,13,48,3
604,13,48,4
605,13,48,5
606,13,48,6
607,13,48,7
608,13,48,8
609,13,48,9
610,13,48,10
611,13,48,11
612,13,48,12
613,13,48,13
614,13,48,14
615,13,48,15
616,13,48,16
617,13,48,17
618,13,48,18
619,13,48,19
620,13,49,0
621,13,49,1
622,13,49,2
623,13,49,3
624,13,49,4
625,13,49,5
626,13,49,6
627,13,49,7
628,13,49,8
629,13,49,9
630,13,49,10
631,13,49,11
632,13,49,12
633,13,49,13
634,13,49,14
635,13,49,15
636,13,49,16
637,13,49,17
638,13,49,18
639,13,49,19
640,13,50,0
641,13,50,1
642,13,50,2
643,13,50,3
644,13,50,4
645,13,50,5
646,13,50,6
647,13,50,7
648,13,50,8
649,13,50,9
650,13,50,10
651,13,50,11
652,13,50,12
653,13,50,13
654,13,50,14
655,13,50,15
656,13,50,16
657,13,50,17
658,13,50,18
659,13,50,19
660,13,51,0
661,13,51,1
662,13,51,2
663,13,51,3
664,13,51,4
665,13,51,5
666,13,51,6
667,13,51,7
668,13,51,8
669,13,51,9
670,13,51,10
671,13,51,11
672,13,51,12
673,13,51,13
674,13,51,14
675,13,51,15
676,13,51,16
677,13,51,17
678,13,51,18
679,13,51,19
680,13,52,0
681,13,52,1
682,13,52,2
683,13,52,3
684,13,52,4
685,13,52,5
686,13,52,6
687,13,52,7
688,13,52,8
689,13,52,9
690,13,52,10
691,13,52,11
692,13,52,12
693,13,52,13
694,13,52,14
695,13,52,15
696,13,52,16
697,13,52,17
698,13,52,18
699,13,52,19
700,13,53,0
701,13,53,1
702,13,53,2
703,13,53,3
704,13,53,4
705,13,53,5
706,13,53,6
707,13,53,7
708,13,53,8
709,13,53,9
710,13,53,10
711,13,53,11
712,13,53,12
713,13,53,13
714,13,53,14
715,13,53,15
716,13,53,16
717,13,53,17
718,13,53,18
719,13,53,19
720,14,54,0
721,14,54,1
722,14,54,2
723,14,54,3
724,14,54,4
725,14,54,5
726,14,54,6
727,14,54,7
728,14,54,8
729,14,54,9
730,14,54,10
731,14,54,11
732,14,54,12
733,14,54,13
734,14,54,14
735,14,54,15
736,14,54,16
737,14,54,17
738,14,54,18
739,14,54,19
740,14,55,0
741,14,55,1
742,14,55,2
743,14,55,3
744,14,55,4
745,14,55,5
746,14,55,6
747,14,55,7
748,14,55,8
749,14,55,9
750,14,55,10
751,14,55,11
752,14,55,12
753,14,55,13
754,14,55,14
755,14,55,15
756,14,55,16
757,14,55,17
758,14,55,18
759,14,55,19
760,14,56,0
761,14,56,1
762,14,56,2
763,14,56,3
764,14,56,4
765,14,56,5
766,14,56,6
767,14,56,7
768,14,56,8
769,14,56,9
770,14,56,10
771,14,56,11
772,14,56,12
773,14,56,13
774,14,56,14
775,14,56,15
776,14,56,16
777,14,56,17
778,14,56,18
779,14,56,19
780,14,57,0
781,14,57,1
782,14,57,2
783,14,57,3
784,14,57,4
785,14,57,5
786,14,57,6
787,14,57,7
788,14,57,8
789,14,57,9
790,14,57,10
791,14,57,11
792,14,57,12
793,14,57,13
794,14,57,14
795,14,57,15
796,14,57,16
797,14,57,17
798,14,57,18
799,14,57,19
800,14,58,0
801,14,58,1
802,14,58,2
803,14,58,3
804,14,58,4
805,14,58,5
806,14,58,6
807,14,58,7
808,14,58,8
809,14,58,9
810,14,58,10
811,14,58,11
812,14,58,12
813,14,58,13
814,14,58,14
815,14,58,15
816,14,58,16
817,14,58,17
818,14,58,18
819,14,58,19
820,14,59,0
821,14,59,1
822,14,59,2
823,14,59,3
824,14,59,4
825,14,59,5
826,14,59,6
827,14,59,7
828,14,59,8
829,14,59,9
830,14,59,10
831,14,59,11
832,14,59,12
833,14,59,13
834,14,59,14
835,14,59,15
836,14,59,16
837,14,59,17
838,14,59,18
839,14,59,19
840,14,60,0
841,14,60,1
842,14,60,2
843,14,60,3
844,14,60,4
845,14,60,5
846,14,60,6
847,14,60,7
848,14,60,8
849,14,60,9
850,14,60,10
851,14,60,11
852,14,60,12
853,14,60,13
854,14,60,14
855,14,60,15
856,14,60,16
857,14,60,17
858,14,60,18
859,14,60,19
860,14,61,0
861,14,61,1
862,14,61,2
863,14,61,3
864,14,61,4
865,14,61,5
866,14,61,6
867,14,61,7
868,14,61,8
869,14,61,9
870,14,61,10
871,14,61,11
872,14,61,12
873,14,61,13
874,14,61,14
875,14,61,15
876,14,61,16
877,14,61,17
878,14,61,18
879,14,61,19
880,14,62,0
881,14,62,1
882,14,62,2
883,14,62,3
884,14,62,4
885,14,62,5
886,14,62,6
887,14,62,7
888,14,62,8
889,14,62,9
890,14,62,10
891,14,62,11
892,14,62,12
893,14,62,13
894,14,62,14
895,14,62,15
896,14,62,16
897,14,62,17
898,14,62,18
899,14,62,19
900,14,63,0
901,14,63,1
902,14,63,2
903,14,63,3
904,14,63,4
905,14,63,5
906,14,63,6
907,14,63,7
908,14,63,8
909,14,63,9
910,14,63,10
911,14,63,11
912,14,63,12
913,14,63,13
914,14,63,14
915,14,63,15
916,14,63,16
917,14,63,17
918,14,63,18
919,14,63,19
920,14,64,0
921,14,64,1
922,14,64,2
923,14,64,3
924,14,64,4
925,14,64,5
926,14,64,6
927,14,64,7
928,14,64,8
929,14,64,9
930,14,64,10
931,14,64,11
932,14,64,12
933,14,64,13
934,14,64,14
935,14,64,15
936,14,64,16
937,14,64,17
938,14,64,18
939,14,64,19
940,14,65,0
941,14,65,1
942,14,65,2
943,14,65,3
944,14,65,4
945,14,65,5
946,14,65,6
947,14,65,7
948,14,65,8
949,14,65,9
950,14,65,10
951,14,65,11
952,14,65,12
953,14,65,13
954,14,65,14
955,14,65,15
956,14,65,16
957,14,65,17
958,14,65,18
959,14,65,19
960,14,66,0
961,14,66,1
962,14,66,2
963,14,66,3
964,14,66,4
965,14,66,5
966,14,66,6
967,14,66,7
968,14,66,8
969,14,66,9
970,14,66,10
971,14,66,11
972,14,66,12
973,14,66,13
974,14,66,14
975,14,66,15
976,14,66,16
977,14,66,17
978,14,66,18
979,14,66,19
980,14,67,0
981,14,67,1
982,14,67,2
983,14,67,3
984,14,67,4
985,14,67,5
986,14,67,6
987,14,67,7
988,14,67,8
989,14,67,9
990,14,67,10
991,14,67,11
992,14,67,12
993,14,67,13
994,14,67,14
995,14,67,15
996,14,67,16
997,14,67,17
998,14,67,18
999,14,67,19
1000,14,68,0
1001,14,68,1
1002,14,68,2
1003,14,68,3
1004,14,68,4
1005,14,68,5
1006,14,68,6
1007,14,68,7
1008,14,68,8
1009,14,68,9
1010,14,68,10
1011,14,68,11
1012,14,68,12
1013,14,68,13
1014,14,68,14
1015,14,68,15
1016,14,68,16
1017,14,68,17
1018,14,68,18
1019,14,68,19
1020,14,69,0
1021,14,69,1
1022,14,69,2
1023,14,69,3
1024,14,69,4
1025,14,69,5
1026,14,69,6
1027,14,69,7
1028,14,69,8
1029,14,69,9
1030,14,69,10
1031,14,69,11
1032,14,69,12
1033,14,69,13
1034,14,69,14
1035,14,69,15
1036,14,69,16
1037,14,69,17
1038,14,69,18
1039,14,69,19
1040,14,70,0
1041,14,70,1
1042,14,70,2
1043,14,70,3
1044,14,70,4
1045,14,70,5
1046,14,70,6
1047,14,70,7
1048,14,70,8
1049,14,70,9
1050,14,70,10
1051,14,70,11
1052,14,70,12
1053,14,70,13
1054,14,70,14
1055,14,70,15
1056,14,70,16
1057,14,70,17
1058,14,70,18
1059,14,70,19
1060,14,71,0
1061,14,71,1
1062,14,71,2
1063,14,71,3
1064,14,71,4
1065,14,71,5
1066,14,71,6
1067,14,71,7
1068,14,71,8
1069,14,71,9
1070,14,71,10
1071,14,71,11
1072,14,71,12
1073,14,71,13
1074,14,71,14
1075,14,71,15
1076,14,71,16
1077,14,71,17
1078,14,71,18
1079,14,71,19
1080,21,108,0
1081,21,108,1
1082,21,108,2
1083,21,108,3
1084,21,108,4
1085,21,108,5
1086,21,108,6
1087,21,108,7
1088,21,108,8
1089,21,108,9
1090,21,108,10
1091,21,108,11
1092,21,108,12
1093,21,108,13
1094,21,108,14
1095,21,108,15
1096,21,108,16
1097,21,108,17
1098,21,108,18
1099,21,108,19
1100,21,109,0
1101,21,109,1
1102,21,109,2
1103,21,109,3
1104,21,109,4
1105,21,109,5
1106,21,109,6
1107,21,109,7
1108,21,109,8
1109,21,109,9
1110,21,109,10
1111,21,109,11
1112,21,109,12
1113,21,109,13
1114,21,109,14
1115,21,109,15
1116,21,109,16
1117,21,109,17
1118,21,109,18
1119,21,109,19
1120,21,110,0
1121,21,110,1
1122,21,110,2
1123,21,110,3
1124,21,110,4
1125,21,110,5
1126,21,110,6
1127,21,110,7
1128,21,110,8
1129,21,110,9
1130,21,110,10
1131,21,110,11
1132,21,110,12
1133,21,110,13
1134,21,110,14
1135,21,110,15
1136,21,110,16
1137,21,110,17
1138,21,110,18
1139,21,110,19
1140,21,111,0
1141,21,111,1
1142,21,111,2
1143,21,111,3
1144,21,111,4
1145,21,111,5
1146,21,111,6
1147,21,111,7
1148,21,111,8
1149,21,111,9
1150,21,111,10
1151,21,111,11
1152,21,111,12
1153,21,111,13
1154,21,111,14
1155,21,111,15
1156,21,111,16
1157,21,111,17
1158,21,111,18
1159,21,111,19
1160,21,112,0
1161,21,112,1
1162,21,112,2
1163,21,112,3
1164,21,112,4
1165,21,112,5
1166,21,112,6
1167,21,112,7
1168,21,112,8
1169,21,112,9
1170,21,112,10
1171,21,112,11
1172,21,112,12
1173,21,112,13
1174,21,112,14
1175,21,112,15
1176,21,112,16
1177,21,112,17
1178,21,112,18
1179,21,112,19
1180,21,113,0
1181,21,113,1
1182,21,113,2
1183,21,113,3
1184,21,113,4
1185,21,113,5
1186,21,113,6
1187,21,113,7
1188,21,113,8
1189,21,113,9
1190,21,113,10
1191,21,113,11
1192,21,113,12
1193,21,113,13
1194,21,113,14
1195,21,113,15
1196,21,113,16
1197,21,113,17
1198,21,113,18
1199,21,113,19
1200,21,114,0
1201,21,114,1
1202,21,114,2
1203,21,114,3
1204,21,114,4
1205,21,114,5
1206,21,114,6
1207,21,114,7
1208,21,114,8
1209,21,114,9
1210,21,114,10
1211,21,114,11
1212,21,114,12
1213,21,114,13
1214,21,114,14
1215,21,114,15
1216,21,114,16
1217,21,114,17
1218,21,114,18
1219,21,114,19
1220,21,115,0
1221,21,115,1
1222,21,115,2
1223,21,115,3
1224,21,115,4
1225,21,115,5
1226,21,115,6
1227,21,115,7
1228,21,115,8
1229,21,115,9
1230,21,115,10
1231,21,115,11
1232,21,115,12
1233,21,115,13
1234,21,115,14
1235,21,115,15
1236,21,115,16
1237,21,115,17
1238,21,115,18
1239,21,115,19
1240,21,116,0
1241,21,116,1
1242,21,116,2
1243,21,116,3
1244,21,116,4
1245,21,116,5
1246,21,116,6
1247,21,116,7
1248,21,116,8
1249,21,116,9
1250,21,116,10
1251,21,116,11
1252,21,116,12
1253,21,116,13
1254,21,116,14
1255,21,116,15
1256,21,116,16
1257,21,116,17
1258,21,116,18
1259,21,116,19
1260,21,117,0
1261,21,117,1
1262,21,117,2
1263,21,117,3
1264,21,117,4
1265,21,117,5
1266,21,117,6
1267,21,117,7
1268,21,117,8
1269,21,117,9
1270,21,117,10
1271,21,117,11
1272,21,117,12
1273,21,117,13
1274,21,117,14
1275,21,117,15
1276,21,117,16
1277,21,117,17
1278,21,117,18
1279,21,117,19
1280,21,118,0
1281,21,118,1
1282,21,118,2
1283,21,118,3
1284,21,118,4
1285,21,118,5
1286,21,118,6
1287,21,118,7
1288,21,118,8
1289,21,118,9
1290,21,118,10
1291,21,118,11
1292,21,118,12
1293,21,118,13
1294,21,118,14
1295,21,118,15
1296,21,118,16
1297,21,118,17
1298,21,118,18
1299,21,118,19
1300,21,119,0
1301,21,119,1
1302,21,119,2
1303,21,119,3
1304,21,119,4
1305,21,119,5
1306,21,119,6
1307,21,119,7
1308,21,119,8
1309,21,119,9
1310,21,119,10
1311,21,119,11
1312,21,119,12
1313,21,119,13
1314,21,119,14
1315,21,119,15
1316,21,119,16
1317,21,119,17
1318,21,119,18
1319,21,119,19
1320,21,120,0
1321,21,120,1
1322,21,120,2
1323,21,120,3
1324,21,120,4
1325,21,120,5
1326,21,120,6
1327,21,120,7
1328,21,120,8
1329,21,120,9
1330,21,120,10
1331,21,120,11
1332,21,120,12
1333,21,120,13
1334,21,120,14
1335,21,120,15
1336,21,120,16
1337,21,120,17
1338,21,120,18
1339,21,120,19
1340,21,121,0
1341,21,121,1
1342,21,121,2
1343,21,121,3
1344,21,121,4
1345,21,121,5
1346,21,121,6
1347,21,121,7
1348,21,121,8
1349,21,121,9
1350,21,121,10
1351,21,121,11
1352,21,121,12
1353,21,121,13
1354,21,121,14
1355,21,121,15
1356,21,121,16
1357,21,121,17
1358,21,121,18
1359,21,121,19
1360,21,122,0
1361,21,122,1
1362,21,122,2
1363,21,122,3
1364,21,122,4
1365,21,122,5
1366,21,122,6
1367,21,122,7
1368,21,122,8
1369,21,122,9
1370,21,122,10
1371,21,122,11
1372,21,122,12
1373,21,122,13
1374,21,122,14
1375,21,122,15
1376,21,122,16
1377,21,122,17
1378,21,122,18
1379,21,122,19
1380,21,123,0
1381,21,123,1
1382,21,123,2
1383,21,123,3
1384,21,123,4
1385,21,123,5
1386,21,123,6
1387,21,123,7
1388,21,123,8
1389,21,123,9
1390,21,123,10
1391,21,123,11
1392,21,123,12
1393,21,123,13
1394,21,123,14
1395,21,123,15
1396,21,123,16
1397,21,123,17
1398,21,123,18
1399,21,123,19
1400,21,124,0
1401,21,124,1
1402,21,124,2
1403,21,124,3
1404,21,124,4
1405,21,124,5
1406,21,124,6
1407,21,124,7
1408,21,124,8
1409,21,124,9
1410,21,124,10
1411,21,124,11
1412,21,124,12
1413,21,124,13
1414,21,124,14
1415,21,124,15
1416,21,124,16
1417,21,124,17
1418,21,124,18
1419,21,124,19
1420,21,125,0
1421,21,125,1
1422,21,125,2
1423,21,125,3
1424,21,125,4
1425,21,125,5
1426,21,125,6
1427,21,125,7
1428,21,125,8
1429,21,125,9
1430,21,125,10
1431,21,125,11
1432,21,125,12
1433,21,125,13
1434,21,125,14
1435,21,125,15
1436,21,125,16
1437,21,125,17
1438,21,125,18
1439,21,125,19
1440,22,126,0
1441,22,126,1
1442,22,126,2
1443,22,126,3
1444,22,126,4
1445,22,126,5
1446,22,126,6
1447,22,126,7
1448,22,126,8
1449,22,126,9
1450,22,126,10
1451,22,126,11
1452,22,126,12
1453,22,126,13
1454,22,126,14
1455,22,126,15
1456,22,126,16
1457,22,126,17
1458,22,126,18
1459,22,126,19
1460,22,127,0
1461,22,127,1
1462,22,127,2
1463,22,127,3
1464,22,127,4
1465,22,127,5
1466,22,127,6
1467,22,127,7
1468,22,127,8
1469,22,127,9
1470,22,127,10
1471,22,127,11
1472,22,127,12
1473,22,127,13
1474,22,127,14
1475,22,127,15
1476,22,127,16
1477,22,127,17
1478,22,127,18
1479,22,127,19
1480,22,128,0
1481,22,128,1
1482,22,128,2
1483,22,128,3
1484,22,128,4
1485,22,128,5
1486,22,128,6
1487,22,128,7
1488,22,128,8
1489,22,128,9
1490,22,128,10
1491,22,128,11
1492,22,128,12
1493,22,128,13
1494,22,128,14
1495,22,128,15
1496,22,128,16
1497,22,128,17
1498,22,128,18
1499,22,128,19
1500,22,129,0
1501,22,129,1
1502,22,129,2
1503,22,129,3
1504,22,129,4
1505,22,129,5
1506,22,129,6
1507,22,129,7
1508,22,129,8
1509,22,129,9
1510,22,129,10
1511,22,129,11
1512,22,129,12
1513,22,129,13
1514,22,129,14
1515,22,129,15
1516,22,129,16
1517,22,129,17
1518,22,129,18
1519,22,129,19
1520,22,130,0
1521,22,130,1
1522,22,130,2
1523,22,130,3
1524,22,130,4
1525,22,130,5
1526,22,130,6
1527,22,130,7
1528,22,130,8
1529,22,130,9
1530,22,130,10
1531,22,130,11
1532,22,130,12
1533,22,130,13
1534,22,130,14
1535,22,130,15
1536,22,130,16
1537,22,130,17
1538,22,130,18
1539,22,130,19
1540,22,131,0
1541,22,131,1
1542,22,131,2
1543,22,131,3
1544,22,131,4
1545,22,131,5
1546,22,131,6
1547,22,131,7
1548,22,131,8
1549,22,131,9
1550,22,131,10
1551,22,131,11
1552,22,131,12
1553,22,131,13
1554,22,131,14
1555,22,131,15
1556,22,131,16
1557,22,131,17
1558,22,131,18
1559,22,131,19
1560,22,132,0
1561,22,132,1
1562,22,132,2
1563,22,132,3
1564,22,132,4
1565,22,132,5
1566,22,132,6
1567,22,132,7
1568,22,132,8
1569,22,132,9
1570,22,132,10
1571,22,132,11
1572,22,132,12
1573,22,132,13
1574,22,132,14
1575,22,132,15
1576,22,132,16
1577,22,132,17
1578,22,132,18
1579,22,132,19
1580,22,133,0
1581,22,133,1
1582,22,133,2
1583,22,133,3
1584,22,133,4
1585,22,133,5
1586,22,133,6
1587,22,133,7
1588,22,133,8
1589,22,133,9
1590,22,133,10
1591,22,133,11
1592,22,133,12
1593,22,133,13
1594,22,133,14
1595,22,133,15
1596,22,133,16
1597,22,133,17
1598,22,133,18
1599,22,133,19
1600,22,134,0
1601,22,134,1
1602,22,134,2
1603,22,134,3
1604,22,134,4
1605,22,134,5
1606,22,134,6
1607,22,134,7
1608,22,134,8
1609,22,134,9
1610,22,134,10
1611,22,134,11
1612,22,134,12
1613,22,134,13
1614,22,134,14
1615,22,134,15
1616,22,134,16
1617,22,134,17
1618,22,134,18
1619,22,134,19
1620,22,135,0
1621,22,135,1
1622,22,135,2
1623,22,135,3
1624,22,135,4
1625,22,135,5
1626,22,135,6
1627,22,135,7
1628,22,135,8
1629,22,135,9
1630,22,135,10
1631,22,135,11
1632,22,135,12
1633,22,135,13
1634,22,135,14
1635,22,135,15
1636,22,135,16
1637,22,135,17
1638,22,135,18
1639,22,135,19
1640,22,136,0
1641,22,136,1
1642,22,136,2
1643,22,136,3
1644,22,136,4
1645,22,136,5
1646,22,136,6
1647,22,136,7
1648,22,136,8
1649,22,136,9
1650,22,136,10
1651,22,136,11
1652,22,136,12
1653,22,136,13
1654,22,136,14
1655,22,136,15
1656,22,136,16
1657,22,136,17
1658,22,136,18
1659,22,136,19
1660,22,137,0
1661,22,137,1
1662,22,137,2
1663,22,137,3
