clip,ref_cx,ref_cy,vcl,lin,accel,turn,vbias
4,0.262500,0.479167,2.300910,0.665438,0.952173,1.718260,0.846637
4,0.558366,0.922034,0.115843,1.000000,0.999976,0.000025,0.857493
4,0.638417,0.572766,0.027273,1.000000,1.105754,0.445927,1.000000
4,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.846230,0.846467,0.013817,1.000000,1.000152,0.000100,0.913690
4,0.836855,0.971467,0.013817,1.000000,1.000152,0.000100,0.913690
4,0.853227,0.750906,0.005949,0.999996,0.999030,0.000806,0.707392
4,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.867407,0.409375,0.002523,1.000000,1.002297,0.000000,0.000000
4,0.666394,0.161513,0.055066,1.000000,0.999967,0.000005,0.955776
4,0.773640,0.073458,0.017244,1.000000,0.999942,0.000000,0.894457
4,0.710156,0.635417,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.585391,0.503775,0.073294,1.000000,1.235504,0.070156,0.868249
4,0.497656,0.403618,0.039104,1.000000,0.838785,0.961847,0.099504
4,0.012590,0.271118,0.101648,1.000000,0.999990,0.000000,0.932005
4,0.350521,0.442361,3.113711,0.454267,2.169952,2.214798,0.720078
4,0.988814,0.810511,0.111826,1.000000,0.999991,0.000000,0.903304
4,0.747396,0.796875,2.595822,0.344391,1.568504,0.914048,0.994309
4,0.588281,0.118750,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.601562,0.206250,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.182031,0.331944,2.628917,0.690939,3.199540,1.911628,0.397607
4,0.856250,0.223958,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.504328,0.731983,0.030324,1.000000,0.999809,0.000012,0.759257
4,0.571094,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.320312,0.210417,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.268698,0.431562,0.022027,1.000000,0.999955,0.000000,0.599975
5,0.238281,0.577083,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.242438,0.856250,0.001594,1.000000,0.999373,0.000000,0.000000
5,0.194531,0.845833,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.083594,0.806250,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.020601,0.747653,0.040107,1.000000,0.999897,0.000033,0.921630
5,0.135156,0.189583,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.221094,0.187500,0.804379,0.552014,0.936696,2.712095,0.850797
5,0.263306,0.127051,0.066291,1.000000,0.999985,0.000000,0.707107
5,0.282762,0.219859,0.005087,0.999999,0.999921,0.000354,0.707023
5,0.292477,0.327739,0.073245,1.000000,0.999954,0.000000,0.707107
5,0.203516,0.530208,1.341559,0.714580,0.494365,0.969188,0.695422
5,0.550450,0.939625,0.115846,1.000000,0.999976,0.000025,0.857501
5,0.638281,0.577462,0.027273,1.000000,0.999963,0.000000,1.000000
5,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.845485,0.848703,0.013814,1.000000,1.000126,0.000449,0.913649
5,0.836110,0.973703,0.013814,1.000000,1.000126,0.000449,0.913649
5,0.852668,0.751651,0.005953,0.999999,0.999832,0.000000,0.706822
5,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.867072,0.409375,0.002516,1.000000,0.999603,0.000000,0.000000
5,0.664243,0.170833,0.055067,1.000000,0.999982,0.000000,0.955778
5,0.773290,0.076857,0.028961,1.000000,1.000030,0.000097,0.832023
5,0.710156,0.635417,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.580611,0.514773,0.073293,1.000000,0.999986,0.000000,0.868243
5,0.492792,0.404815,0.039104,1.000000,0.999974,0.000000,0.099504
5,0.007812,0.287500,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.409375,0.447917,1.964300,0.384570,1.433407,1.530357,-0.980580
5,0.760156,0.289583,2.526083,0.701704,1.348152,1.794273,-0.532813
5,0.982442,0.828399,0.111826,1.000000,0.999991,0.000000,0.903275
5,0.814844,0.934028,1.230461,0.814686,0.643621,0.486725,0.982788
5,0.588281,0.118750,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.601562,0.206250,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.091406,0.226389,2.244283,0.642128,0.556564,1.901108,0.436904
5,0.856250,0.223958,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.501706,0.736061,0.030329,1.000000,0.999967,0.000000,0.759249
5,0.499077,0.019666,0.022891,1.000000,0.999833,0.000082,0.554725
5,0.347917,0.098611,1.651726,0.935144,0.826602,1.902213,0.973522
5,0.522704,0.010401,0.031233,1.000000,0.999862,0.000025,0.242553
5,0.366853,0.010417,0.224517,0.814923,0.810836,0.119573,0.119288
5,0.571094,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.320312,0.210417,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.266358,0.433902,0.022027,1.000000,1.000016,0.000046,0.599975
6,0.238281,0.577083,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.242227,0.856250,0.001594,1.000000,0.999373,0.000000,0.000000
6,0.194531,0.845833,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.083594,0.806250,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.018534,0.754199,0.040107,1.000000,0.999975,0.000000,0.921630
6,0.135156,0.189583,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.235547,0.189583,0.462475,0.894116,1.849892,0.107690,-0.107482
6,0.257080,0.135352,0.066291,1.000000,0.999985,0.000000,0.707107
6,0.282284,0.220496,0.005087,0.999999,0.999921,0.000354,0.707023
6,0.285598,0.336911,0.073247,1.000000,0.999986,0.000000,0.707107
6,0.150312,0.534583,0.583095,1.000000,0.417204,1.145965,0.514495
6,0.542285,0.956178,0.109801,1.000000,0.999991,0.000000,0.822192
6,0.635732,0.584993,0.058867,1.000000,0.999954,0.000050,0.863796
6,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.844739,0.850938,0.013811,0.999999,0.999704,0.000100,0.913832
6,0.835364,0.975938,0.013811,0.999999,0.999704,0.000100,0.913832
6,0.852109,0.752396,0.005953,0.999999,1.000635,0.000806,0.706822
6,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.866737,0.409375,0.002523,1.000000,0.999604,0.000000,0.000000
6,0.662645,0.177967,0.031516,1.000000,0.999968,0.000000,0.961506
6,0.771156,0.081124,0.028959,1.000000,0.999901,0.000097,0.832082
6,0.710156,0.635417,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.574314,0.525310,0.078313,1.000000,0.999958,0.000032,0.731074
6,0.487625,0.405504,0.039107,1.000000,1.000061,0.000009,0.099495
6,0.005469,0.305208,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.460938,0.486111,3.051064,0.725150,1.622871,1.386075,-0.778413
6,0.741927,0.148611,1.586950,0.495084,0.846057,0.046325,-0.141421
6,0.977024,0.845695,0.085193,1.000000,0.999988,0.000000,0.989956
6,0.588281,0.118750,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.601562,0.206250,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.038281,0.090625,1.995187,0.594312,0.884493,0.996492,-0.780869
6,0.856250,0.223958,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.499085,0.740138,0.030329,1.000000,1.000040,0.000085,0.759249
6,0.501607,0.021915,0.022891,1.000000,0.999836,0.000086,0.554728
6,0.255469,0.218750,2.470251,0.720026,0.615971,1.309273,0.624695
6,0.518679,0.011742,0.031237,1.000000,0.999968,0.000000,0.242529
6,0.371049,0.016228,0.048577,1.000000,0.999957,0.000027,0.808738
6,0.571094,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.320312,0.210417,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.264844,0.435417,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.238281,0.577083,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.242013,0.856250,0.001594,1.000000,0.999373,0.000000,0.000000
7,0.194531,0.845833,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.083594,0.806250,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.016443,0.760822,0.040107,1.000000,0.999897,0.000033,0.921630
7,0.135156,0.189583,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.258594,0.218750,0.929621,0.290048,0.945977,0.423956,0.961524
7,0.250781,0.143750,0.066291,1.000000,0.999985,0.000000,0.707107
7,0.281801,0.221141,0.005086,0.999999,0.999568,0.000236,0.707190
7,0.278639,0.346190,0.071668,0.999108,0.978435,0.028885,0.727234
7,0.101562,0.541667,2.034566,0.603515,0.682608,2.344980,-0.610803
7,0.533887,0.972352,0.008286,1.000000,0.196725,1.247449,0.707107
7,0.631747,0.594103,0.058864,1.000000,0.999954,0.000050,0.863781
7,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.843986,0.853200,0.013814,0.999999,0.999928,0.000000,0.913872
7,0.834611,0.978200,0.013814,0.999999,0.999928,0.000000,0.913872
7,0.851544,0.753150,0.005949,0.999996,0.999030,0.000806,0.707392
7,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.866398,0.409375,0.002516,1.000000,0.999603,0.000000,0.000000
7,0.661482,0.183396,0.031515,1.000000,0.999968,0.000000,0.961534
7,0.768998,0.085442,0.028959,1.000000,0.999953,0.000008,0.832077
7,0.710156,0.635417,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.567134,0.535568,0.078314,1.000000,0.999985,0.000061,0.731042
7,0.482396,0.406201,0.042405,1.000000,1.054720,0.522453,0.780884
7,0.569271,0.543056,0.973241,0.852507,0.339342,1.280722,-0.990992
7,0.698177,0.086111,1.751831,0.281473,0.874924,0.626822,-0.826227
7,0.975381,0.859963,0.065373,1.000000,0.999985,0.000000,0.980591
7,0.588281,0.118750,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.601562,0.206250,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.856250,0.223958,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.949740,0.254167,2.985196,0.485339,1.375547,1.529315,-0.818029
7,0.496433,0.744264,0.014051,0.999461,0.463265,0.058319,0.720025
7,0.504167,0.024190,0.022891,1.000000,0.999831,0.000078,0.554725
7,0.128906,0.276563,1.993913,0.915827,0.635395,2.013799,-0.663230
7,0.514607,0.013100,0.031233,1.000000,0.999863,0.000026,0.242553
7,0.367569,0.023398,0.045569,1.000000,0.999980,0.000001,0.943859
7,0.117969,0.013542,2.959997,0.698492,0.934735,1.277758,0.994207
7,0.571094,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.320312,0.210417,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.264844,0.435417,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.238281,0.577083,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.241801,0.856250,0.001594,1.000000,0.999373,0.000000,0.000000
8,0.194531,0.845833,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.083594,0.806250,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.014376,0.767368,0.040107,1.000000,0.999976,0.000002,0.921629
8,0.135156,0.189583,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.289453,0.241667,0.849915,0.994938,0.864785,2.808292,-0.998618
8,0.245656,0.151400,0.034667,1.000000,0.999990,0.000045,0.923066
8,0.281323,0.221778,0.005086,0.999999,0.999568,0.000236,0.707190
8,0.272615,0.355482,0.068511,1.000000,0.999982,0.000035,0.768211
8,0.022656,0.571875,0.344010,1.000000,0.246082,0.159137,-0.894427
8,0.534344,0.973917,0.008286,1.000000,1.000458,0.000000,0.707107
8,0.627807,0.603107,0.009294,0.999999,0.157872,1.171324,0.800131
8,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.843240,0.855435,0.013814,0.999999,1.000152,0.000100,0.913872
8,0.833865,0.980435,0.013814,0.999999,1.000152,0.000100,0.913872
8,0.850985,0.753895,0.005953,0.999999,1.000635,0.000806,0.706822
8,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.866064,0.409375,0.002516,1.000000,0.996917,0.000000,0.000000
8,0.660332,0.188763,0.091942,0.998803,2.917362,0.136374,0.989950
8,0.766864,0.089709,0.028961,1.000000,0.999978,0.000008,0.832028
8,0.710156,0.635417,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.560037,0.545706,0.078314,1.000000,0.999987,0.000000,0.731042
8,0.478761,0.411700,0.042406,1.000000,0.999995,0.000087,0.780830
8,0.667188,0.554167,1.394787,0.233104,0.545743,2.792822,0.341743
8,0.615625,0.036458,2.866770,0.733597,0.891819,1.953777,-0.977414
8,0.970103,0.874568,0.138855,0.999878,0.889097,0.015609,0.790524
8,0.588281,0.118750,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.601562,0.206250,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.856250,0.223958,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.888281,0.207292,1.824245,0.756362,0.645582,0.676660,-0.944857
8,0.495112,0.746101,0.012012,1.000000,0.999518,0.000000,0.707107
8,0.505203,0.027008,0.054332,1.000000,0.999930,0.000036,0.569231
8,0.510582,0.014441,0.031237,1.000000,0.999968,0.000002,0.242528
8,0.365570,0.031015,0.045569,1.000000,0.999964,0.000034,0.943859
8,0.571094,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.320312,0.210417,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.264844,0.435417,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.238281,0.577083,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.241589,0.856250,0.001594,1.000000,0.999373,0.000000,0.000000
9,0.194531,0.845833,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.083594,0.806250,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.010382,0.777277,0.090171,1.000000,0.999989,0.000000,0.857498
9,0.135156,0.189583,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.303460,0.245833,0.885123,0.465145,1.378707,0.689026,-0.053974
9,0.243885,0.157067,0.034667,1.000000,0.999971,0.000000,0.923066
9,0.280845,0.222415,0.005086,0.999999,0.999568,0.000236,0.707190
9,0.263350,0.363164,0.104251,1.000000,0.999975,0.000005,0.316233
9,0.535122,0.974954,0.008286,1.000000,0.999879,0.000000,0.707107
9,0.627997,0.605328,0.009296,0.999999,0.999892,0.000000,0.799956
9,0.488281,0.868750,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.842969,0.856250,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.833594,0.981250,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.849385,0.754167,0.016541,1.000000,0.999530,0.000000,0.000000
9,0.828125,0.436458,0.000000,0.000000,0.000000,0.000000,0.000000
